wavelength zos_01_11.21_UT_0.02% zos_02_11.34_UT_0% zos_03_11.45_UT_0% zos_07_11.57_UT_18.11% zos_08_12.05_UT_11.63% zos_09_12.16_UT_20.47% zos_13_12.25_UT_32.57% zos_15_12.32_UT_36.21% zos_14_12.39_UT_21.86% zos_21_12.47_UT_57.94% zos_20_12.55_UT_46.91% zos_19_13.01_UT_62.74% zos_27_13.09_UT_79.44% zos_26_13.16_UT_88.42% zos_25_13.29_UT_73.85% zos_a_61_9.45_UT_100% zos_b_61_9.52_UT_100% zos_c_61_9.57_UT_100% zos_d_61_10.04_UT_100% zos_e_61_10.10_UT_100%
658 0.114961 0.081427 0.08239 0.070236 0.078179 0.083495 0.091942 0.060789 0.104266 0.051783 0.039152 0.016742 0.016946 0.013294 0.018507 0.014783 0.017511 0.016247 0.014579 0.018422
659 0.114518 0.080816 0.081858 0.069957 0.077725 0.082908 0.091545 0.060414 0.103782 0.051445 0.038801 0.016594 0.016831 0.013101 0.018339 0.014598 0.017236 0.01607 0.01438 0.018144
660 0.114066 0.080159 0.081311 0.069639 0.077227 0.082302 0.091113 0.060019 0.10326 0.05111 0.038444 0.016434 0.016694 0.012891 0.018142 0.014396 0.016961 0.015883 0.014187 0.017885
661 0.113598 0.079514 0.080771 0.069304 0.076687 0.081659 0.090645 0.059596 0.102695 0.050793 0.038077 0.016301 0.016517 0.012673 0.017886 0.01422 0.016719 0.015699 0.01404 0.017661
662 0.113037 0.078843 0.08017 0.068956 0.076131 0.080944 0.09018 0.059105 0.102094 0.050408 0.037639 0.01614 0.016312 0.012421 0.017645 0.014052 0.016501 0.015533 0.013899 0.017415
663 0.112502 0.078211 0.079582 0.068622 0.075617 0.080326 0.089716 0.058592 0.101557 0.050067 0.037237 0.015982 0.016152 0.012193 0.01743 0.01388 0.016264 0.015386 0.013738 0.01718
664 0.112012 0.077623 0.079026 0.068302 0.075154 0.079768 0.089252 0.058114 0.101074 0.049779 0.036894 0.015847 0.016045 0.012031 0.017249 0.013703 0.016009 0.015261 0.013571 0.016943
665 0.111508 0.077036 0.078496 0.067937 0.074696 0.079202 0.088792 0.05773 0.100547 0.049428 0.036552 0.01574 0.015928 0.011841 0.017044 0.013557 0.015786 0.015126 0.013461 0.016726
666 0.111044 0.076456 0.078021 0.067597 0.07427 0.078658 0.088379 0.057342 0.100095 0.049138 0.036229 0.01567 0.015802 0.011663 0.016869 0.013459 0.015612 0.015023 0.013381 0.016549
667 0.110669 0.075966 0.077603 0.067313 0.073901 0.078165 0.088043 0.056976 0.099729 0.048914 0.035956 0.015621 0.015719 0.011553 0.016749 0.013377 0.015496 0.01494 0.01332 0.016422
668 0.110391 0.07557 0.077235 0.067095 0.073614 0.077751 0.087776 0.056708 0.09943 0.048716 0.035782 0.015579 0.015674 0.011497 0.016672 0.013337 0.015435 0.014866 0.013279 0.016318
669 0.110082 0.075191 0.076909 0.066891 0.073369 0.077362 0.087533 0.056473 0.099146 0.048513 0.035623 0.015544 0.01564 0.011427 0.016629 0.013298 0.015362 0.014867 0.013299 0.016285
670 0.10981 0.074895 0.076657 0.066687 0.073161 0.07707 0.087326 0.056277 0.098908 0.048349 0.035492 0.015545 0.015642 0.011384 0.016582 0.013301 0.015337 0.014871 0.013331 0.016275
671 0.109655 0.074718 0.076496 0.066498 0.073002 0.076914 0.087212 0.056132 0.098745 0.048248 0.035416 0.015596 0.015698 0.011394 0.016573 0.013319 0.015381 0.014872 0.013341 0.016304
672 0.109585 0.074615 0.076392 0.06638 0.072886 0.076773 0.087164 0.056058 0.098624 0.048191 0.035391 0.015672 0.01574 0.011403 0.01662 0.013367 0.015449 0.014942 0.013382 0.016349
673 0.109572 0.074611 0.076347 0.066322 0.07283 0.076739 0.087118 0.056052 0.098572 0.048202 0.035413 0.01575 0.01581 0.011457 0.016679 0.013419 0.015522 0.015015 0.013464 0.016412
674 0.109588 0.0747 0.076356 0.066324 0.072848 0.076775 0.087115 0.056094 0.098579 0.048264 0.035464 0.015831 0.01589 0.01156 0.016758 0.013503 0.015613 0.015076 0.013586 0.016519
675 0.1097 0.074847 0.076409 0.066397 0.072948 0.076824 0.087189 0.056145 0.098609 0.048323 0.035518 0.015938 0.01601 0.011663 0.016859 0.013632 0.015805 0.015218 0.01374 0.016669
676 0.109809 0.075042 0.076515 0.066469 0.073078 0.076944 0.087281 0.056246 0.098683 0.048366 0.035598 0.016042 0.016105 0.011778 0.016954 0.013759 0.015951 0.015356 0.013873 0.016837
677 0.109942 0.075285 0.076702 0.066558 0.073247 0.077145 0.08741 0.056405 0.09884 0.048454 0.035719 0.016162 0.016216 0.011905 0.017056 0.013872 0.016088 0.015497 0.014003 0.017021
678 0.110235 0.075628 0.076976 0.066737 0.073457 0.077415 0.087593 0.056599 0.099026 0.048636 0.035897 0.016324 0.0164 0.012091 0.017248 0.014006 0.016306 0.015671 0.014175 0.017227
679 0.110537 0.076 0.077249 0.066941 0.073694 0.077704 0.087786 0.056796 0.099203 0.048824 0.036102 0.016496 0.016545 0.012251 0.017415 0.014167 0.016558 0.015836 0.014401 0.017452
680 0.110871 0.076403 0.077578 0.067161 0.073969 0.078072 0.088033 0.057054 0.099459 0.049051 0.03637 0.016675 0.016718 0.012438 0.017624 0.014359 0.016841 0.016021 0.01462 0.017705
681 0.111236 0.076867 0.078008 0.06742 0.074338 0.078536 0.088335 0.05743 0.099839 0.049349 0.036717 0.016865 0.016926 0.01271 0.017857 0.014583 0.017132 0.016245 0.01481 0.018005
682 0.11165 0.077412 0.078487 0.067785 0.074797 0.079059 0.088708 0.057863 0.100228 0.049688 0.037079 0.017048 0.017159 0.013018 0.018138 0.014818 0.017526 0.016473 0.015069 0.018357
683 0.112164 0.078047 0.079019 0.068256 0.075351 0.079686 0.089144 0.058383 0.100716 0.050111 0.037528 0.01731 0.017443 0.01339 0.018469 0.015103 0.018004 0.016754 0.015372 0.018778
684 0.112764 0.078749 0.079652 0.068828 0.075987 0.080438 0.089643 0.059017 0.101324 0.050637 0.038111 0.017665 0.017819 0.013841 0.018881 0.015434 0.018561 0.017121 0.015734 0.019261
685 0.113425 0.079536 0.080404 0.069529 0.076745 0.081327 0.090276 0.059786 0.102031 0.051304 0.038894 0.018068 0.01834 0.014472 0.01944 0.015898 0.019293 0.017654 0.016232 0.019911
686 0.114205 0.080404 0.081222 0.070373 0.077664 0.082408 0.091033 0.060759 0.102945 0.05212 0.039864 0.018588 0.018973 0.015198 0.020211 0.016545 0.020334 0.018415 0.016936 0.020827
687 0.11509 0.081393 0.08216 0.071324 0.078761 0.083753 0.091966 0.061817 0.104105 0.053139 0.041058 0.019243 0.019785 0.016182 0.021165 0.017396 0.021648 0.019358 0.017822 0.022007
688 0.115876 0.082361 0.083129 0.072219 0.07984 0.085185 0.092961 0.062902 0.10529 0.054203 0.042315 0.019856 0.020581 0.017105 0.022107 0.018165 0.02282 0.020206 0.018605 0.023104
689 0.116593 0.083282 0.084039 0.073087 0.080961 0.086648 0.093955 0.064066 0.106539 0.055308 0.04368 0.0205 0.021434 0.01812 0.023145 0.018928 0.023978 0.021064 0.019261 0.024195
690 0.117276 0.084219 0.084924 0.074068 0.082105 0.088218 0.094996 0.065418 0.107819 0.056515 0.04535 0.021261 0.02245 0.019229 0.024346 0.019799 0.025298 0.022085 0.02005 0.025429
691 0.117953 0.085184 0.085823 0.075158 0.08328 0.089948 0.096122 0.066928 0.109225 0.05785 0.047265 0.02214 0.023682 0.020477 0.02577 0.020843 0.026859 0.023325 0.021087 0.026906
692 0.11864 0.086149 0.086755 0.076075 0.084523 0.091682 0.097392 0.068582 0.110766 0.059279 0.049297 0.023173 0.025024 0.02187 0.027362 0.022068 0.02858 0.024714 0.022278 0.028545
693 0.119388 0.087105 0.087661 0.07711 0.085838 0.0935 0.098633 0.070179 0.112386 0.060913 0.051555 0.024341 0.026498 0.023374 0.029063 0.023491 0.030547 0.026321 0.023728 0.030406
694 0.120174 0.088082 0.088512 0.078214 0.087252 0.095428 0.099904 0.07183 0.114158 0.062674 0.05404 0.025628 0.028155 0.025032 0.030934 0.025093 0.032732 0.028188 0.025418 0.032467
695 0.120859 0.088999 0.089276 0.079288 0.088795 0.097414 0.101287 0.073583 0.115924 0.064407 0.056611 0.026964 0.029882 0.026803 0.032955 0.026661 0.034953 0.030144 0.027207 0.03461
696 0.121426 0.089783 0.089916 0.080382 0.0903 0.099399 0.102574 0.075253 0.117582 0.066235 0.059205 0.028337 0.031588 0.028582 0.034913 0.028291 0.037203 0.032196 0.029035 0.036807
697 0.1219 0.090454 0.090515 0.081403 0.091559 0.101274 0.10378 0.077138 0.119297 0.06817 0.06182 0.029744 0.033361 0.030433 0.036907 0.030003 0.039468 0.034356 0.030882 0.039055
698 0.122366 0.091099 0.091097 0.082299 0.092753 0.103101 0.10516 0.079101 0.121052 0.070144 0.064393 0.031254 0.035269 0.032265 0.038972 0.031893 0.041839 0.036635 0.033028 0.041446
699 0.122876 0.091702 0.091699 0.083275 0.094097 0.104941 0.106655 0.080967 0.122859 0.072171 0.066979 0.032918 0.037216 0.034239 0.041133 0.033844 0.04434 0.039065 0.035172 0.043957
700 0.123352 0.092294 0.092235 0.084257 0.095175 0.106842 0.108123 0.082786 0.124627 0.074198 0.069664 0.034603 0.039111 0.036243 0.043321 0.035828 0.046858 0.041474 0.037393 0.046542
701 0.123752 0.092794 0.092663 0.085174 0.096133 0.108616 0.109554 0.084531 0.126299 0.076161 0.072114 0.036242 0.04106 0.03819 0.045516 0.037805 0.049313 0.043934 0.039578 0.04911
702 0.124049 0.093231 0.093005 0.085995 0.097065 0.110192 0.11092 0.086235 0.127943 0.07805 0.074552 0.037863 0.042989 0.04009 0.047635 0.039797 0.051777 0.04649 0.041812 0.051628
703 0.124346 0.09364 0.093318 0.086784 0.098079 0.111659 0.111931 0.087808 0.12942 0.079908 0.076882 0.039483 0.044781 0.041847 0.049706 0.041697 0.054145 0.049002 0.043997 0.054064
704 0.124642 0.093977 0.093622 0.087552 0.099037 0.113077 0.112888 0.089296 0.130891 0.081596 0.078941 0.041069 0.046543 0.043555 0.051681 0.043501 0.056399 0.051402 0.04612 0.056436
705 0.124901 0.094217 0.0939 0.088239 0.099726 0.114355 0.113724 0.090603 0.132272 0.083267 0.080852 0.042671 0.048211 0.04523 0.053586 0.045288 0.058624 0.05376 0.048135 0.058739
706 0.125167 0.094444 0.094139 0.088852 0.100584 0.115521 0.114605 0.092013 0.133618 0.084922 0.082657 0.044252 0.049907 0.046842 0.055426 0.047056 0.060793 0.056067 0.050155 0.060995
707 0.125429 0.094679 0.094382 0.089425 0.101337 0.116617 0.115702 0.093339 0.134846 0.086516 0.084533 0.045795 0.051579 0.048398 0.057174 0.048779 0.062884 0.058284 0.052139 0.06317
708 0.125632 0.094852 0.094625 0.089971 0.102132 0.117741 0.116576 0.094562 0.135978 0.088026 0.08647 0.047211 0.053217 0.04991 0.058895 0.050425 0.064882 0.060508 0.054052 0.065338
709 0.12581 0.095046 0.094828 0.090484 0.102828 0.118626 0.117306 0.095606 0.137048 0.089475 0.088268 0.048553 0.054747 0.051316 0.060502 0.052017 0.066826 0.062622 0.055949 0.067429
710 0.125995 0.095204 0.095013 0.090975 0.103566 0.11953 0.118091 0.096767 0.138038 0.090879 0.090044 0.049845 0.056189 0.052661 0.062077 0.053561 0.068703 0.064742 0.057785 0.069379
711 0.126188 0.095398 0.095199 0.091458 0.104123 0.12048 0.118889 0.097896 0.139023 0.092227 0.091675 0.051091 0.057544 0.053981 0.063657 0.055063 0.070501 0.066778 0.059559 0.071204
712 0.12636 0.09555 0.09534 0.091866 0.104699 0.121343 0.119591 0.098931 0.139936 0.093381 0.093031 0.052285 0.058817 0.055222 0.065136 0.056521 0.07221 0.068765 0.061293 0.073018
713 0.126528 0.0957 0.095513 0.092258 0.105394 0.122162 0.120367 0.099878 0.140806 0.094453 0.094491 0.053449 0.060084 0.056409 0.066574 0.057893 0.073888 0.070654 0.062998 0.074814
714 0.126695 0.095875 0.095707 0.09264 0.10576 0.122959 0.121035 0.100697 0.141681 0.095603 0.095956 0.054593 0.06131 0.057556 0.067871 0.059184 0.075512 0.072428 0.06466 0.076562
715 0.12689 0.096033 0.095919 0.093022 0.106114 0.123665 0.121559 0.10157 0.142588 0.096675 0.097368 0.055689 0.062513 0.058672 0.069062 0.060486 0.077039 0.074149 0.06633 0.078168
716 0.127099 0.096165 0.096181 0.093334 0.106527 0.124379 0.122089 0.102483 0.143391 0.097734 0.098583 0.05672 0.063754 0.059778 0.07017 0.061799 0.078535 0.075879 0.067972 0.079772
717 0.12735 0.0963 0.096479 0.093617 0.106979 0.125083 0.122631 0.103377 0.144165 0.098802 0.099799 0.057761 0.064993 0.060915 0.071274 0.063164 0.080136 0.077711 0.069619 0.081486
718 0.127666 0.09648 0.096728 0.093973 0.107527 0.12578 0.12313 0.104165 0.144978 0.0998 0.100976 0.058816 0.06613 0.061993 0.072321 0.064435 0.08174 0.079485 0.071296 0.083185
719 0.127859 0.096646 0.09692 0.094334 0.108116 0.126436 0.1236 0.104912 0.1457 0.100711 0.102102 0.059702 0.067184 0.062909 0.073358 0.065528 0.083091 0.081106 0.072723 0.084613
720 0.127927 0.096723 0.096979 0.094649 0.108583 0.12706 0.124013 0.105551 0.146271 0.101472 0.103057 0.060408 0.068057 0.063614 0.074267 0.066395 0.084125 0.082389 0.073831 0.085728
721 0.127987 0.096725 0.096953 0.094895 0.108999 0.1276 0.124381 0.106058 0.146608 0.102105 0.103885 0.060998 0.068737 0.064176 0.075006 0.067074 0.084919 0.08336 0.074653 0.086653
722 0.128106 0.096833 0.097069 0.095156 0.109438 0.128104 0.124796 0.106648 0.147031 0.102758 0.104708 0.061644 0.069471 0.064807 0.075774 0.067854 0.085805 0.084409 0.075596 0.087626
723 0.128274 0.096937 0.097268 0.095432 0.109979 0.128555 0.125213 0.107232 0.147503 0.103451 0.105578 0.062286 0.070254 0.065489 0.076457 0.068676 0.086839 0.085615 0.07662 0.088653
724 0.128469 0.097039 0.097478 0.095687 0.110401 0.128996 0.125571 0.107802 0.147996 0.104156 0.106448 0.062905 0.071059 0.066207 0.077086 0.069518 0.087959 0.086917 0.077683 0.089741
725 0.128566 0.09711 0.097534 0.09589 0.110679 0.129438 0.125873 0.108309 0.148452 0.104667 0.107121 0.063462 0.071699 0.066764 0.077729 0.070235 0.088727 0.087902 0.078566 0.09065
726 0.128645 0.097197 0.097613 0.096085 0.110948 0.129769 0.126174 0.108728 0.148859 0.105172 0.107732 0.063961 0.072248 0.067221 0.078367 0.070874 0.089503 0.088839 0.07937 0.091467
727 0.128765 0.097314 0.097734 0.096264 0.111213 0.130035 0.126441 0.109158 0.149225 0.105645 0.108243 0.064431 0.072772 0.067657 0.078951 0.071458 0.090249 0.089713 0.080122 0.092246
728 0.128896 0.097439 0.097813 0.096428 0.111494 0.130294 0.126706 0.109578 0.149548 0.106068 0.108731 0.064894 0.073298 0.068101 0.079454 0.071989 0.090869 0.090462 0.08082 0.092995
729 0.128989 0.097481 0.097857 0.09658 0.111739 0.13056 0.126954 0.109957 0.149824 0.106525 0.109162 0.065297 0.073759 0.068504 0.079942 0.072518 0.09145 0.091196 0.081482 0.093656
730 0.129089 0.097524 0.097904 0.09675 0.11194 0.13079 0.127179 0.110253 0.150037 0.106892 0.109516 0.065641 0.074174 0.068844 0.080361 0.072954 0.091961 0.091835 0.082041 0.094248
731 0.129245 0.097571 0.097918 0.096946 0.112132 0.131059 0.127343 0.110522 0.150265 0.107152 0.109786 0.065948 0.074569 0.06913 0.080719 0.073291 0.092461 0.092358 0.082494 0.094771
732 0.129364 0.097645 0.097936 0.097148 0.112379 0.131398 0.12755 0.110814 0.150566 0.107391 0.110033 0.066293 0.074893 0.069407 0.081118 0.073624 0.092816 0.092828 0.082856 0.095183
733 0.129427 0.097714 0.097975 0.097294 0.112568 0.131716 0.127722 0.111083 0.150772 0.107625 0.110314 0.066592 0.075164 0.069639 0.08147 0.073929 0.093151 0.093273 0.083253 0.095577
734 0.129473 0.097765 0.098034 0.097405 0.112716 0.131985 0.127884 0.111311 0.150954 0.107862 0.110663 0.066851 0.075447 0.069881 0.081795 0.074227 0.093516 0.093736 0.08367 0.095999
735 0.129597 0.097866 0.098125 0.097561 0.112868 0.132195 0.128085 0.111596 0.151233 0.108123 0.111084 0.067115 0.075812 0.070192 0.082143 0.074537 0.093916 0.094196 0.084063 0.096439
736 0.129741 0.097937 0.098235 0.097726 0.112997 0.132351 0.128287 0.111879 0.151429 0.108407 0.111394 0.067416 0.076142 0.070435 0.082488 0.074842 0.094331 0.09461 0.084485 0.096889
737 0.1299 0.097998 0.098339 0.097873 0.11311 0.132561 0.128486 0.112157 0.151573 0.108673 0.111655 0.067704 0.07644 0.07065 0.0828 0.075121 0.094709 0.095021 0.084875 0.097292
738 0.130028 0.098084 0.098432 0.098005 0.113236 0.132818 0.128652 0.112399 0.151761 0.108835 0.111931 0.06794 0.076688 0.070906 0.083078 0.075364 0.09505 0.095372 0.085198 0.097643
739 0.130145 0.098148 0.098487 0.098092 0.113351 0.133033 0.128736 0.112545 0.151993 0.109008 0.112108 0.068101 0.076872 0.071089 0.08332 0.075626 0.095399 0.095723 0.085532 0.097991
740 0.130205 0.098233 0.098569 0.098195 0.113454 0.133241 0.128851 0.11273 0.152173 0.109187 0.112284 0.068304 0.077073 0.071255 0.083558 0.075857 0.095735 0.096043 0.085846 0.098296
741 0.130264 0.098326 0.098673 0.098322 0.113586 0.133425 0.128998 0.112941 0.152283 0.109357 0.112488 0.068552 0.077295 0.071418 0.083798 0.076054 0.09603 0.096326 0.086129 0.098584
742 0.130363 0.09839 0.09872 0.098424 0.113669 0.133533 0.129161 0.113085 0.152441 0.109464 0.112664 0.06872 0.077515 0.071574 0.08401 0.076282 0.096285 0.096596 0.086383 0.09883
743 0.130485 0.098444 0.098793 0.098517 0.113769 0.133681 0.12929 0.11326 0.152599 0.109596 0.112832 0.068887 0.077728 0.071706 0.084237 0.076459 0.096538 0.096817 0.086586 0.099053
744 0.130597 0.098506 0.09887 0.098619 0.113888 0.133783 0.129394 0.113461 0.152717 0.10973 0.112999 0.069047 0.077899 0.071845 0.084436 0.076611 0.096787 0.097025 0.086772 0.099309
745 0.130681 0.098572 0.098924 0.098727 0.11397 0.133851 0.12951 0.113628 0.15282 0.109845 0.113172 0.06921 0.078058 0.072002 0.084548 0.076784 0.097003 0.097283 0.087013 0.099565
746 0.130809 0.098643 0.099011 0.098841 0.114084 0.134021 0.129588 0.113774 0.152963 0.10998 0.113311 0.069363 0.078202 0.072145 0.084723 0.076932 0.097207 0.09749 0.087235 0.099771
747 0.130942 0.098746 0.099122 0.098925 0.114183 0.134165 0.129662 0.113929 0.15314 0.110141 0.113497 0.069531 0.07838 0.072275 0.084932 0.077083 0.09742 0.0977 0.08744 0.099981
748 0.131076 0.098847 0.099234 0.098957 0.114274 0.134334 0.129796 0.114115 0.153301 0.110291 0.113737 0.069714 0.078591 0.072442 0.08511 0.077244 0.097648 0.097941 0.087646 0.100224
749 0.131259 0.098875 0.099302 0.099051 0.114364 0.134473 0.129932 0.114311 0.153449 0.110406 0.113904 0.069817 0.078715 0.072591 0.085235 0.077424 0.097875 0.098188 0.087854 0.100444
750 0.131415 0.09894 0.099396 0.099183 0.114465 0.134559 0.130062 0.11452 0.153539 0.110555 0.114059 0.069942 0.078846 0.072724 0.085401 0.077535 0.098094 0.098379 0.088033 0.100642
751 0.131511 0.099066 0.099539 0.099323 0.114566 0.134666 0.130211 0.114709 0.153595 0.110696 0.114203 0.070104 0.079015 0.072824 0.085573 0.077618 0.098269 0.098519 0.088205 0.10082
752 0.131592 0.099208 0.099624 0.099402 0.114666 0.134741 0.130358 0.114862 0.153675 0.110785 0.114355 0.070252 0.079154 0.072952 0.085697 0.077779 0.098436 0.098651 0.088381 0.100966
753 0.131667 0.099271 0.099699 0.099495 0.114737 0.134826 0.130471 0.115007 0.153771 0.110928 0.114533 0.070347 0.079241 0.073032 0.085849 0.077894 0.098631 0.098809 0.088537 0.101142
754 0.1318 0.099318 0.099787 0.09959 0.114842 0.134947 0.130589 0.11517 0.153895 0.111064 0.114682 0.070445 0.079338 0.073131 0.086006 0.07802 0.098824 0.098989 0.088706 0.10134
755 0.131971 0.099425 0.099901 0.099707 0.114953 0.135114 0.130748 0.115367 0.154006 0.111176 0.11482 0.070613 0.079487 0.073306 0.086147 0.078166 0.09904 0.099173 0.088926 0.101534
756 0.132112 0.099494 0.099975 0.099768 0.115098 0.135205 0.130838 0.115527 0.154102 0.111286 0.114948 0.070714 0.079635 0.073429 0.086301 0.078289 0.099265 0.099339 0.089107 0.101726
757 0.13226 0.099603 0.100101 0.099911 0.115263 0.135336 0.130985 0.115741 0.15425 0.111467 0.115131 0.070883 0.079826 0.073597 0.086508 0.078443 0.0995 0.099554 0.089277 0.101967
758 0.132378 0.09973 0.100333 0.100182 0.115414 0.135562 0.131249 0.116046 0.154482 0.111751 0.115439 0.071191 0.080063 0.073867 0.086808 0.078701 0.099817 0.099912 0.089525 0.102359
759 0.132421 0.099872 0.100639 0.10054 0.115759 0.135896 0.131698 0.116559 0.154854 0.112248 0.116066 0.07184 0.080631 0.074497 0.08741 0.079395 0.100697 0.100756 0.090359 0.103266
760 0.132849 0.100291 0.100982 0.10103 0.116254 0.136453 0.132258 0.117205 0.155419 0.112954 0.11692 0.072684 0.081515 0.075365 0.088227 0.080627 0.102294 0.102184 0.091757 0.104686
761 0.13351 0.100779 0.10106 0.101209 0.116405 0.136726 0.132395 0.117401 0.155761 0.113166 0.117091 0.07282 0.081859 0.075534 0.088371 0.081188 0.103163 0.102884 0.092306 0.105195
762 0.133432 0.10072 0.101101 0.101133 0.116328 0.136608 0.132383 0.117314 0.155638 0.112987 0.116813 0.072546 0.081522 0.075311 0.088234 0.080731 0.102646 0.102473 0.091889 0.104705
763 0.13339 0.100666 0.101071 0.101058 0.116205 0.136522 0.13231 0.117216 0.155607 0.112809 0.116759 0.072396 0.081364 0.075179 0.088155 0.080487 0.102491 0.102204 0.091678 0.104515
764 0.13344 0.100673 0.101078 0.100981 0.116157 0.136485 0.132269 0.117204 0.15565 0.112715 0.116736 0.072311 0.081267 0.075063 0.088127 0.080299 0.102316 0.101918 0.091514 0.104411
765 0.133463 0.100654 0.101102 0.100949 0.116148 0.136516 0.132255 0.11721 0.155663 0.112704 0.116617 0.072216 0.081144 0.074899 0.088041 0.080068 0.101964 0.101539 0.091284 0.104085
766 0.13341 0.100647 0.101142 0.10092 0.116217 0.136598 0.132193 0.117252 0.155618 0.112724 0.116689 0.072226 0.081126 0.07486 0.088107 0.079851 0.101723 0.101356 0.091095 0.103937
767 0.133428 0.100633 0.101135 0.100935 0.11626 0.136664 0.132186 0.117285 0.155568 0.112752 0.116746 0.072258 0.081162 0.074857 0.088155 0.079785 0.101656 0.1013 0.091019 0.103903
768 0.133503 0.100641 0.101166 0.100978 0.116294 0.136762 0.132251 0.117357 0.155598 0.112795 0.116784 0.072307 0.081243 0.074953 0.088195 0.079843 0.101743 0.101324 0.091048 0.103961
769 0.133545 0.10074 0.10128 0.100993 0.116346 0.136832 0.132349 0.117467 0.155727 0.112922 0.116909 0.072429 0.081381 0.075057 0.088341 0.079879 0.101931 0.101414 0.091177 0.104094
770 0.13364 0.10084 0.101383 0.101124 0.116469 0.136926 0.132498 0.11762 0.1559 0.113052 0.117093 0.072595 0.081562 0.075176 0.08851 0.079974 0.1021 0.101544 0.091312 0.104254
771 0.133756 0.100939 0.101481 0.101292 0.116626 0.137042 0.132604 0.117787 0.156059 0.113171 0.117269 0.072772 0.081736 0.075299 0.088677 0.080114 0.102251 0.101675 0.091473 0.104449
772 0.13386 0.101027 0.10153 0.101398 0.116712 0.137113 0.132695 0.117933 0.156202 0.113289 0.117407 0.072892 0.081866 0.075416 0.088831 0.080231 0.102426 0.10179 0.091661 0.104593
773 0.133995 0.101106 0.101621 0.101453 0.116795 0.137225 0.132842 0.118041 0.156287 0.113424 0.117511 0.07304 0.081993 0.075548 0.088992 0.08033 0.102605 0.10192 0.091821 0.104777
774 0.134114 0.101189 0.10172 0.101464 0.116864 0.137304 0.132949 0.118159 0.15635 0.113551 0.117645 0.073182 0.082112 0.075656 0.089135 0.080451 0.102815 0.102082 0.092004 0.104968
775 0.134214 0.101319 0.101833 0.101509 0.116937 0.137352 0.133053 0.118288 0.156422 0.113671 0.117798 0.073316 0.082264 0.075768 0.089272 0.080598 0.103054 0.102263 0.092191 0.105169
776 0.134349 0.101429 0.10197 0.101649 0.117067 0.137431 0.133197 0.118424 0.156538 0.113819 0.117927 0.073489 0.082448 0.075947 0.089456 0.080701 0.103292 0.102445 0.092356 0.105333
777 0.134469 0.101551 0.102094 0.101771 0.117202 0.137543 0.133352 0.118545 0.156655 0.113953 0.118108 0.07365 0.082568 0.076112 0.089626 0.080828 0.103524 0.102591 0.092531 0.105508
778 0.13454 0.101663 0.102182 0.101875 0.117316 0.137706 0.133479 0.118651 0.156745 0.114052 0.11829 0.073807 0.082693 0.076199 0.089785 0.08097 0.103733 0.102713 0.092706 0.105703
779 0.13463 0.10172 0.102268 0.101997 0.117446 0.137878 0.133593 0.118728 0.156879 0.114188 0.118418 0.073999 0.082898 0.076377 0.089972 0.081085 0.103913 0.102883 0.092851 0.10587
780 0.134697 0.101826 0.102355 0.102041 0.11754 0.13806 0.133683 0.11885 0.156964 0.114303 0.118578 0.0741 0.083056 0.076497 0.090108 0.081233 0.104126 0.103067 0.09305 0.106121
781 0.134772 0.10191 0.10246 0.102125 0.117617 0.138218 0.133761 0.118998 0.157032 0.114444 0.118738 0.074211 0.083212 0.076632 0.090248 0.081384 0.104348 0.103255 0.093234 0.106363
782 0.134919 0.101987 0.102555 0.102231 0.11768 0.138289 0.133873 0.119165 0.157164 0.114615 0.118866 0.074371 0.083399 0.076832 0.09043 0.081531 0.104548 0.103418 0.093389 0.106534
783 0.135068 0.102079 0.102671 0.102353 0.117757 0.138381 0.13405 0.11927 0.15729 0.114726 0.119073 0.074511 0.083577 0.07699 0.090597 0.081647 0.104791 0.103542 0.093583 0.106711
784 0.135208 0.10219 0.102762 0.10244 0.117845 0.138473 0.134171 0.119353 0.157361 0.114818 0.119239 0.074657 0.083713 0.077107 0.090767 0.081768 0.105032 0.103664 0.093763 0.106905
785 0.135298 0.102292 0.102836 0.10254 0.11798 0.138543 0.134283 0.119474 0.157393 0.114914 0.119331 0.074795 0.083813 0.077228 0.090939 0.081885 0.105251 0.103816 0.093906 0.107101
786 0.135358 0.102366 0.102986 0.102668 0.118143 0.138741 0.134444 0.119653 0.15756 0.115071 0.119481 0.074969 0.083991 0.07738 0.091138 0.08198 0.105428 0.10398 0.094046 0.107251
787 0.135455 0.102475 0.103115 0.102817 0.118265 0.138852 0.13462 0.119748 0.1577 0.115228 0.119638 0.075099 0.084155 0.077548 0.09132 0.082116 0.105645 0.104139 0.094252 0.107428
788 0.135559 0.102576 0.103222 0.102926 0.11835 0.138892 0.134743 0.119817 0.157826 0.115371 0.119799 0.075211 0.084285 0.077689 0.091449 0.082271 0.105883 0.104321 0.094469 0.107633
789 0.135682 0.102638 0.103302 0.10295 0.118448 0.138963 0.134803 0.119934 0.157919 0.115496 0.119959 0.075375 0.084423 0.077744 0.091514 0.082394 0.10607 0.104563 0.094605 0.107802
790 0.135844 0.102756 0.103414 0.103029 0.118548 0.139064 0.13493 0.120106 0.15807 0.115644 0.120147 0.075553 0.084596 0.077944 0.091682 0.082495 0.10626 0.104756 0.094806 0.10795
791 0.135964 0.102849 0.103504 0.103123 0.118652 0.139175 0.135049 0.120243 0.158209 0.115786 0.120284 0.075763 0.084774 0.078107 0.091872 0.082598 0.106445 0.104886 0.094984 0.108121
