wavelength zos_01_11.21_UT_0.02% zos_02_11.34_UT_0% zos_03_11.45_UT_0% zos_07_11.57_UT_18.11% zos_08_12.05_UT_11.63% zos_09_12.16_UT_20.47% zos_13_12.25_UT_32.57% zos_15_12.32_UT_36.21% zos_14_12.39_UT_21.86% zos_21_12.47_UT_57.94% zos_20_12.55_UT_46.91% zos_19_13.01_UT_62.74% zos_27_13.09_UT_79.44% zos_26_13.16_UT_88.42% zos_25_13.29_UT_73.85% zos_a_61_9.45_UT_100% zos_b_61_9.52_UT_100% zos_c_61_9.57_UT_100% zos_d_61_10.04_UT_100% zos_e_61_10.10_UT_100%
926 0.140679 0.110252 0.109339 0.108501 0.125671 0.147428 0.14307 0.134903 0.162616 0.128306 0.137641 0.097593 0.111303 0.101662 0.117715 0.104046 0.14436 0.133475 0.126261 0.14322
927 0.140703 0.110266 0.109388 0.108627 0.125686 0.147399 0.143084 0.134975 0.162637 0.128375 0.137776 0.097683 0.11121 0.101548 0.117729 0.104084 0.144673 0.133492 0.126404 0.143366
928 0.140706 0.110379 0.109429 0.108626 0.125713 0.14735 0.143336 0.135015 0.162563 0.128425 0.138 0.097596 0.111477 0.101595 0.117721 0.103997 0.14471 0.133778 0.126323 0.143405
929 0.140431 0.110304 0.109525 0.108174 0.125619 0.14727 0.143298 0.13477 0.162499 0.128245 0.137627 0.09741 0.111604 0.10177 0.117497 0.103945 0.144516 0.133537 0.12607 0.143428
930 0.140446 0.110217 0.109587 0.108056 0.125504 0.147085 0.143168 0.134436 0.162317 0.128011 0.137616 0.097279 0.111528 0.101765 0.117329 0.103921 0.144489 0.13325 0.125983 0.143241
931 0.140867 0.110262 0.109672 0.1082 0.125467 0.146584 0.142982 0.134262 0.162263 0.127934 0.137865 0.097217 0.111344 0.101706 0.117137 0.103894 0.144475 0.133162 0.125996 0.143042
932 0.1407 0.11014 0.109739 0.108019 0.125221 0.146474 0.142687 0.134803 0.161823 0.12819 0.13752 0.096984 0.111609 0.101672 0.117042 0.103396 0.143745 0.132547 0.125377 0.142521
933 0.140197 0.109762 0.109458 0.107406 0.124508 0.145956 0.142321 0.134373 0.161038 0.127735 0.137327 0.096022 0.111071 0.101071 0.116637 0.103224 0.143353 0.132594 0.125207 0.142155
934 0.139833 0.10918 0.10921 0.106764 0.124336 0.145641 0.142001 0.133889 0.160712 0.127198 0.137449 0.095963 0.110435 0.100574 0.116433 0.103457 0.14359 0.133188 0.125501 0.142486
935 0.140238 0.109753 0.109407 0.106602 0.124578 0.145739 0.141979 0.134121 0.161282 0.127201 0.137468 0.095878 0.110523 0.100847 0.116367 0.103665 0.144295 0.13307 0.125665 0.143062
936 0.1401 0.109747 0.109672 0.106974 0.124743 0.145773 0.142322 0.134287 0.161235 0.127284 0.138054 0.096247 0.110788 0.100679 0.116569 0.103445 0.143838 0.132576 0.125463 0.142759
937 0.14037 0.110171 0.109665 0.107396 0.124875 0.145943 0.142518 0.134621 0.161767 0.127442 0.138027 0.096741 0.111128 0.101099 0.116717 0.103555 0.144129 0.132508 0.125423 0.143174
938 0.140857 0.110337 0.109709 0.107478 0.125124 0.146464 0.142659 0.135022 0.162278 0.127662 0.138012 0.097041 0.111463 0.10121 0.117284 0.104016 0.144447 0.133464 0.12559 0.143897
939 0.140861 0.110305 0.109744 0.10748 0.125176 0.146634 0.142906 0.135147 0.161702 0.127898 0.138153 0.096767 0.111371 0.101029 0.117384 0.10413 0.144322 0.133951 0.125632 0.144065
940 0.140887 0.110316 0.109491 0.107555 0.125284 0.146587 0.142666 0.134984 0.161499 0.128122 0.13788 0.096565 0.111311 0.10086 0.117221 0.104219 0.144537 0.133856 0.125677 0.144339
941 0.140521 0.110127 0.109272 0.107152 0.124983 0.146159 0.142399 0.134881 0.161287 0.127817 0.137557 0.096433 0.110927 0.100698 0.116987 0.103926 0.144731 0.133778 0.125608 0.14422
942 0.140231 0.109972 0.109192 0.106541 0.124484 0.145811 0.142006 0.134842 0.161304 0.127341 0.137511 0.096047 0.110309 0.100391 0.116853 0.103764 0.145004 0.133624 0.125606 0.14389
943 0.140524 0.109902 0.109176 0.106712 0.124602 0.146138 0.14245 0.13495 0.161407 0.127425 0.137759 0.096046 0.110303 0.100398 0.116692 0.103717 0.144766 0.13375 0.125269 0.144066
944 0.140733 0.110247 0.109445 0.107245 0.125048 0.146412 0.142811 0.135231 0.161769 0.127824 0.138206 0.096405 0.110425 0.100425 0.117001 0.103881 0.14447 0.133528 0.125027 0.144117
945 0.141045 0.110564 0.109712 0.107455 0.125322 0.146679 0.142709 0.135376 0.161817 0.127886 0.138419 0.096553 0.110655 0.100179 0.117172 0.103956 0.144292 0.133078 0.124735 0.144043
946 0.140677 0.110413 0.109652 0.107409 0.125305 0.146134 0.142452 0.13541 0.161197 0.127319 0.138416 0.096065 0.110283 0.099806 0.116884 0.103583 0.143933 0.133374 0.125091 0.143806
947 0.140575 0.110088 0.109299 0.106834 0.124905 0.146193 0.142349 0.135036 0.161049 0.127163 0.13792 0.095776 0.109843 0.099628 0.116685 0.103231 0.143439 0.133075 0.124534 0.143717
948 0.140682 0.110048 0.10943 0.106749 0.124999 0.146367 0.142427 0.135088 0.161312 0.127069 0.137941 0.095977 0.109555 0.099323 0.116803 0.102987 0.143733 0.132872 0.124149 0.143791
949 0.14096 0.110259 0.109604 0.10696 0.125275 0.146617 0.142404 0.13547 0.161576 0.126933 0.138136 0.096187 0.109191 0.098946 0.116604 0.102888 0.144229 0.132941 0.124113 0.14399
950 0.140327 0.109952 0.109006 0.106759 0.125059 0.146039 0.142569 0.135336 0.161136 0.126718 0.137814 0.095618 0.108885 0.098448 0.116207 0.103153 0.143261 0.133075 0.124066 0.14405
951 0.140071 0.109499 0.108853 0.106187 0.124725 0.14584 0.14234 0.134978 0.160731 0.126424 0.137732 0.095078 0.108419 0.097967 0.115834 0.103258 0.14325 0.133028 0.123629 0.143831
952 0.140133 0.109557 0.109026 0.106156 0.12444 0.146085 0.142343 0.134866 0.160708 0.126452 0.137683 0.094925 0.108083 0.097554 0.115687 0.103079 0.143108 0.132876 0.123595 0.143771
953 0.140475 0.109827 0.109099 0.106656 0.124542 0.146103 0.142332 0.134982 0.161172 0.126991 0.13759 0.09505 0.108093 0.097282 0.115952 0.102872 0.142773 0.132884 0.122841 0.143621
954 0.140395 0.110092 0.109094 0.106747 0.125067 0.146219 0.142262 0.13569 0.161049 0.126476 0.137882 0.094818 0.108013 0.097211 0.11558 0.103019 0.142482 0.13308 0.122936 0.144001
955 0.140541 0.110049 0.109072 0.106626 0.125236 0.146265 0.14251 0.135684 0.161148 0.126555 0.137982 0.094849 0.107765 0.097006 0.115384 0.102707 0.142019 0.132442 0.122327 0.144019
956 0.140754 0.110125 0.108949 0.106599 0.125164 0.146407 0.142668 0.135393 0.16104 0.126576 0.138034 0.09508 0.107504 0.096554 0.115608 0.102502 0.14206 0.132108 0.121639 0.143759
957 0.14054 0.110022 0.108958 0.106534 0.125045 0.146287 0.14258 0.135564 0.160949 0.126135 0.137867 0.094451 0.107014 0.096233 0.11547 0.102191 0.142196 0.132328 0.121514 0.14354
958 0.140201 0.109811 0.10844 0.106653 0.124883 0.146014 0.142368 0.135292 0.160807 0.126164 0.137572 0.094549 0.106707 0.095839 0.115311 0.102394 0.14197 0.132318 0.121874 0.143595
959 0.14016 0.109715 0.108406 0.106433 0.124962 0.145976 0.142523 0.135123 0.160853 0.126026 0.13773 0.094793 0.10658 0.095736 0.115334 0.102338 0.141528 0.132088 0.121612 0.143725
960 0.140383 0.11002 0.10872 0.106545 0.125201 0.146267 0.142868 0.13531 0.161117 0.125989 0.138049 0.094926 0.106635 0.095876 0.11532 0.10205 0.141458 0.132206 0.121312 0.143955
961 0.140243 0.109663 0.108418 0.106501 0.124817 0.146201 0.142784 0.135686 0.160467 0.125775 0.137805 0.09487 0.106212 0.0955 0.115451 0.102261 0.142054 0.132285 0.121477 0.143935
962 0.140133 0.10972 0.108174 0.106517 0.124943 0.146079 0.142682 0.135822 0.160433 0.125895 0.137539 0.094734 0.105805 0.095277 0.115242 0.102314 0.141916 0.132263 0.121637 0.144249
963 0.140207 0.109773 0.108197 0.106509 0.125253 0.146191 0.142668 0.135809 0.160747 0.126048 0.137967 0.094955 0.105584 0.095266 0.115214 0.102326 0.141503 0.132355 0.121596 0.144384
964 0.1404 0.110042 0.108518 0.106926 0.125448 0.14678 0.142938 0.135834 0.160979 0.126011 0.138197 0.095279 0.106205 0.095483 0.115872 0.102166 0.141464 0.132631 0.121565 0.144659
965 0.140297 0.110168 0.108534 0.106901 0.125216 0.146626 0.142754 0.135617 0.160877 0.126338 0.138337 0.095327 0.106115 0.095471 0.115771 0.102278 0.142012 0.132629 0.121705 0.145236
966 0.14029 0.110169 0.10849 0.106754 0.125346 0.146688 0.142787 0.13588 0.161078 0.126438 0.138381 0.095462 0.106269 0.095364 0.116017 0.102365 0.142616 0.132835 0.121978 0.145556
967 0.140402 0.110346 0.108535 0.106758 0.12561 0.146803 0.142809 0.136319 0.16118 0.12677 0.138527 0.095642 0.106305 0.09549 0.116421 0.102517 0.142994 0.133136 0.12208 0.145479
968 0.140885 0.110684 0.108744 0.10716 0.125728 0.14704 0.143166 0.136675 0.161258 0.127028 0.138689 0.095674 0.106762 0.096383 0.116581 0.102443 0.143087 0.133183 0.122097 0.145612
969 0.140752 0.110446 0.108665 0.107252 0.125982 0.146988 0.1431 0.136344 0.161173 0.126847 0.138808 0.095561 0.106784 0.096161 0.116649 0.102597 0.143222 0.133581 0.122337 0.145786
970 0.140391 0.110316 0.108599 0.107106 0.125784 0.147001 0.143047 0.136289 0.160985 0.126512 0.138497 0.095598 0.10677 0.09582 0.116744 0.102931 0.143382 0.133867 0.122541 0.145881
971 0.140232 0.11039 0.108422 0.106945 0.12582 0.147064 0.143081 0.136598 0.161202 0.12633 0.138471 0.095775 0.106822 0.095803 0.116597 0.103022 0.143545 0.133962 0.122579 0.146314
972 0.140386 0.110461 0.108444 0.106806 0.125768 0.14703 0.142878 0.13629 0.160859 0.126096 0.138842 0.0961 0.106926 0.096094 0.116632 0.103256 0.143983 0.133878 0.122676 0.146454
973 0.140411 0.110575 0.108582 0.106775 0.125578 0.14699 0.142914 0.136326 0.16101 0.126144 0.139001 0.096301 0.106758 0.096124 0.116845 0.103379 0.144069 0.133696 0.122675 0.146673
974 0.140386 0.110573 0.108782 0.10684 0.12573 0.147273 0.143125 0.136791 0.161289 0.126547 0.13901 0.096438 0.107127 0.096296 0.117178 0.102954 0.14395 0.133859 0.122857 0.146737
975 0.140827 0.11072 0.108952 0.106951 0.126096 0.147539 0.14327 0.136975 0.161109 0.126993 0.139181 0.09633 0.107486 0.096802 0.117479 0.102821 0.14394 0.134021 0.122851 0.146828
976 0.140851 0.110668 0.108762 0.107033 0.125991 0.14739 0.143093 0.136936 0.161243 0.126959 0.139371 0.096376 0.107477 0.096759 0.117466 0.10344 0.144704 0.134368 0.12352 0.147174
977 0.140765 0.110589 0.108676 0.107052 0.126039 0.147237 0.143132 0.136738 0.161344 0.127189 0.139345 0.096624 0.107626 0.096765 0.117653 0.103707 0.145099 0.134748 0.123553 0.147558
978 0.140869 0.110698 0.108604 0.10718 0.125902 0.147368 0.143377 0.136845 0.161349 0.12728 0.139092 0.097035 0.107975 0.096843 0.117969 0.10382 0.145232 0.134972 0.12366 0.147881
979 0.140946 0.111006 0.108895 0.107603 0.126077 0.147656 0.143491 0.13734 0.161526 0.127097 0.139341 0.097181 0.107967 0.097019 0.118504 0.104145 0.145436 0.13515 0.124034 0.148342
980 0.141238 0.111335 0.109022 0.10759 0.126397 0.148075 0.143641 0.137578 0.16181 0.127159 0.139819 0.097659 0.108512 0.097431 0.118915 0.104165 0.145457 0.13527 0.124043 0.148233
981 0.141184 0.111227 0.108936 0.107519 0.126363 0.148142 0.143631 0.137616 0.161813 0.127547 0.140105 0.09789 0.108662 0.097691 0.118988 0.104435 0.14565 0.135464 0.12426 0.148748
982 0.140852 0.11126 0.108775 0.107392 0.126244 0.147626 0.143657 0.137595 0.161456 0.127607 0.14024 0.097674 0.108691 0.097549 0.119035 0.104679 0.146085 0.135684 0.12446 0.149299
983 0.140941 0.111507 0.109112 0.107757 0.126429 0.147744 0.143838 0.137622 0.161653 0.127786 0.140429 0.098249 0.108999 0.098283 0.119403 0.104726 0.146657 0.13567 0.124725 0.149239
984 0.141246 0.111866 0.109284 0.108055 0.12675 0.148043 0.143918 0.137671 0.161594 0.127662 0.14017 0.098616 0.109222 0.098544 0.119832 0.104908 0.146671 0.135899 0.124933 0.149363
985 0.14143 0.111622 0.109232 0.108079 0.126655 0.148262 0.143939 0.137721 0.161607 0.127459 0.140052 0.098493 0.109444 0.098804 0.120176 0.105188 0.146897 0.136247 0.125366 0.149816
986 0.141294 0.111586 0.109212 0.10777 0.126348 0.147954 0.143919 0.13767 0.161652 0.127276 0.140154 0.098403 0.109539 0.098807 0.119967 0.105519 0.147724 0.136569 0.12572 0.150283
987 0.14126 0.111532 0.109325 0.107934 0.126852 0.148138 0.144237 0.137836 0.161951 0.127512 0.140416 0.098696 0.110267 0.099032 0.120681 0.105386 0.147571 0.136893 0.125717 0.150226
988 0.141292 0.111738 0.109251 0.108128 0.127009 0.14818 0.144189 0.137918 0.162077 0.127903 0.140633 0.098974 0.110552 0.099273 0.121076 0.105603 0.1481 0.137111 0.126117 0.150537
989 0.141272 0.112126 0.109265 0.108175 0.126774 0.148147 0.144034 0.138062 0.161984 0.128188 0.140755 0.099151 0.110742 0.099481 0.121137 0.105934 0.148792 0.13733 0.126704 0.151127
990 0.14135 0.111967 0.109468 0.108507 0.126618 0.148252 0.144241 0.138375 0.161828 0.128056 0.140829 0.099456 0.110767 0.09971 0.121413 0.106088 0.14852 0.137466 0.126687 0.151601
991 0.141151 0.111959 0.10939 0.108125 0.126796 0.148204 0.144122 0.138236 0.161695 0.128245 0.140475 0.09936 0.110812 0.09986 0.121529 0.106076 0.148919 0.137907 0.127065 0.151908
992 0.141281 0.112085 0.109393 0.107943 0.127141 0.148374 0.144174 0.138315 0.161637 0.128367 0.141015 0.099791 0.111232 0.100466 0.121912 0.10639 0.149482 0.138252 0.127658 0.152592
993 0.141648 0.112258 0.109654 0.108198 0.127379 0.148696 0.144268 0.138708 0.16213 0.128583 0.141603 0.100468 0.111781 0.101158 0.122583 0.106817 0.150086 0.138479 0.128183 0.15302
994 0.141765 0.112413 0.109854 0.108701 0.127491 0.148661 0.144495 0.138829 0.161716 0.128701 0.141585 0.100257 0.112132 0.101209 0.122735 0.106821 0.150229 0.139052 0.128263 0.153038
995 0.141997 0.112893 0.109838 0.10881 0.127578 0.148809 0.1448 0.13899 0.162514 0.128989 0.141722 0.10068 0.112568 0.101736 0.123199 0.106534 0.150414 0.138709 0.128081 0.152937
996 0.141742 0.112763 0.109783 0.108736 0.127585 0.148963 0.14512 0.138856 0.162407 0.128889 0.141793 0.101024 0.112844 0.102038 0.123577 0.106737 0.150876 0.138818 0.128388 0.153391
997 0.141538 0.112438 0.109467 0.108649 0.127591 0.148819 0.144651 0.13848 0.161835 0.128467 0.141751 0.100897 0.112726 0.10215 0.123571 0.107508 0.151736 0.139486 0.129275 0.153992
998 0.141494 0.112323 0.109457 0.108397 0.127138 0.148733 0.144438 0.138645 0.161962 0.128875 0.141756 0.101306 0.113101 0.102329 0.12386 0.107718 0.152111 0.140106 0.129802 0.15471
999 0.141839 0.112681 0.109718 0.109049 0.127741 0.149036 0.144795 0.138969 0.162237 0.12919 0.142268 0.101586 0.113971 0.103012 0.12443 0.108156 0.152433 0.140478 0.130279 0.154945
1000 0.142118 0.113023 0.109927 0.1093 0.128185 0.149398 0.144949 0.139131 0.162563 0.128984 0.142728 0.101914 0.114481 0.103479 0.124943 0.108877 0.152932 0.140792 0.130545 0.155475
